"Label","LarvalID","CollectionEvent","RackNo","Species","LarvaePhoto","LarvaEthanolLength","LarvaLength","KnownAge","CollectedBy","Calculated.Age","Delta13C","Delta15N","CNRatio","BodyWeight","SourceLarvae","LarvalRecords.PlateID","LarvalRecords.Row","LarvalRecords.Column","LarvalRecords.NestID","LarvalRecords.Comments","LarvalRecords.CreatedDate","LarvalOtoliths.LarvaID","OtolithCount","Otolith1Length","Otolith1Width","Otolith1Photo","PatsLength","Ratio1","Otolith1Rings","Otolith2Length","Otolith2Width","Otolith2Photo","Ratio2","Otolith2Rings","AblationSlide","AblationSlideColumn","AblationSlideRow","AblationCentralityScore","MeanOtolithLength","OLEstimateAge","MeanDailyIncrements","LarvalOtoliths.Comments","LarvalOtoliths.CreatedDate","Larva.Collection.ID","Set.Date","Net","Set.Time","Set.Flow.Rotor.Count","Set.30.Seconds.Count","Set.Rotor.Delta","Water.Temperature.on.Set","Water.Temperature.on.Pull","Pull.Time","Pull.Flow.Rotor.Count","Pull.30.sec.Rotor.Count","Pull.Rotor.Delta","Larva.Collection.Comments","Examined","Larvae.Found","Cod.Confirmed","Larvae.Comments","Weather","cSettime","cPulltime","Soak.Time","Pull.Date","Larva.Collection.Source","Depth..m.","Total.Rotor.Delta","Delta.per.Hour","Average.set.and.pull.30.sec.delta","Av.rotor.if.over.whole.soak.time","Maccullochella.larvae","Perca.larvae","Cyprinus.larvae","Other.species","Location","SoakHours","OrigTotalRotor","YearOnly","Day.of.Year","Larva.Collection.CreatedDate","SiteName","ACFlowAndWQ.ID","Datetime","ACFlowAndWQ.Station","DischargeMean","WaterTempMean","pH.Instantaneous","TurbidityMean","DOInstantaneous","Sites.ID","RiverName","RiverSystemPart","Segment","Site.Name","Latitude","Longitude","GPS.Coordinates","new.Latitude","new.Longitude","X","Y","Elevation..m..from.DEM","Distance.from.source..m.","Distance.to.Angle.Crossing..m.","Distance_old","Sites.Source","AKA","Type","Slope","Width","Depth","Description","Fishing.Access","Seg","GoTName","TwoPartName","TwoPartGoTName","ThreePartName","ThreePartGoTName","Field0","Genetics.ID","Genetics.LarvaID","Genetics.PlateID","Genetics.Row","Genetics.Column","raceCladeName","raceCladeNumber","CladeName","cladeNumber","cladeGoTName","Genetics.NestID","NestGoTName","Sibling","Genetics.Comments","Genetics.CreatedDate","ageOL","hatchdoy","incTime","spawn"
"L20131211-396","396","869","","","C:\DBImages\Larva\396.jpg","10.976","11.384307","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2013C","B"," 7","NA","","04-Sep-14","396","NA"," NA"," NA","C:\DBImages\O1\O1_396.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\O2_396.jpg","  NA","NA","G"," 1","C"," NA","   NA","   NA","  NA","","02-Sep-14","869","11-Dec-13","Drift net 1","00-Jan-00","334228","334316","  88","  NA","   NA","00-Jan-00"," 714079"," 714592","513","camera"," TRUE"," TRUE","FALSE","","","11/12/2013 15:22","12/12/2013 9:45","18:23","12-Dec-13",""," NA","380364","21131.3333","300.5"," 662903","143","NA","NA","NA","","18.38333","     NA","2013","345","14-Dec-13","Lanyon"," 999","11-Dec-13","Angle Crossing"," 266.084","21.420","7.195","  6.578"," 90.842","2","Murrumbidgee","NA","NA","Lanyon","-35.47798","149.0640","S35°28’40.74”, E149°03’50.46”","-35.47801","149.0640","687251.8","6071990","580.0","231166.7","13980.3","14236","M2G Project Information Document","Jeggerline","Sample","0.08","63","3.5","Low gradient, 
open valley","7","14","The Eyrie","Top","Essos","Upper","The North","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","     NA","      NA"," 6.382860","      NA"
"L20131211-397","397","869","","","C:\DBImages\Larva\397.jpg","10.732","11.131230","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2013C","B"," 8","NA","","04-Sep-14","397","NA"," NA"," NA","C:\DBImages\O1\O1_397.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\O2_397.jpg","  NA","NA","G"," 2","C"," NA","   NA","   NA","  NA","","02-Sep-14","869","11-Dec-13","Drift net 1","00-Jan-00","334228","334316","  88","  NA","   NA","00-Jan-00"," 714079"," 714592","513","camera"," TRUE"," TRUE","FALSE","","","11/12/2013 15:22","12/12/2013 9:45","18:23","12-Dec-13",""," NA","380364","21131.3333","300.5"," 662903","143","NA","NA","NA","","18.38333","     NA","2013","345","14-Dec-13","Lanyon"," 999","11-Dec-13","Angle Crossing"," 266.084","21.420","7.195","  6.578"," 90.842","2","Murrumbidgee","NA","NA","Lanyon","-35.47798","149.0640","S35°28’40.74”, E149°03’50.46”","-35.47801","149.0640","687251.8","6071990","580.0","231166.7","13980.3","14236","M2G Project Information Document","Jeggerline","Sample","0.08","63","3.5","Low gradient, 
open valley","7","14","The Eyrie","Top","Essos","Upper","The North","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","     NA","      NA"," 6.382860","      NA"
"M20131212-398","398","874","","","C:\DBImages\Larva\398.jpg","10.922","11.328298","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2013C","B"," 9","NA","","04-Sep-14","398","NA"," NA"," NA","C:\DBImages\O1\O1_398.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\O2_398.jpg","  NA","NA","G"," 3","C"," NA","   NA","   NA","  NA","","02-Sep-14","874","12-Dec-13","Drift net 4","00-Jan-00","709461","709827"," 366","  NA","   NA","00-Jan-00","1010813","1010930","117",""," TRUE"," TRUE","FALSE","","","12/12/2013 15:51","13/12/2013 9:40","17:49","13-Dec-13",""," NA","301469","17733.4706","241.5"," 516327"," 55","NA","NA","NA","","17.81667","     NA","2013","346","14-Dec-13","Murramore","1000","12-Dec-13","Angle Crossing"," 239.982","21.626","7.228","  6.515"," 90.924","3","Murrumbidgee","NA","NA","Murramore","-35.43889","149.0709","S35°26’20.00”, E149°04’15.33”","-35.43880","149.0715","688030.9","6076314","570.5","227290.7","20813.6","21379","M2G Project Information Document","","Sample","0.37","41","6.5","Low gradient, confined valley with floodplain pockets","6","21","Dragonstone","Top","Essos","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","     NA","      NA"," 6.245458","      NA"
"M20131212-399","399","874","","","C:\DBImages\Larva\399.jpg","11.151","11.565817","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2013C","B","10","NA","","04-Sep-14","399","NA"," NA"," NA","C:\DBImages\O1\O1_399.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\O2_399.jpg","  NA","NA","G"," 4","C"," NA","   NA","   NA","  NA","","02-Sep-14","874","12-Dec-13","Drift net 4","00-Jan-00","709461","709827"," 366","  NA","   NA","00-Jan-00","1010813","1010930","117",""," TRUE"," TRUE","FALSE","","","12/12/2013 15:51","13/12/2013 9:40","17:49","13-Dec-13",""," NA","301469","17733.4706","241.5"," 516327"," 55","NA","NA","NA","","17.81667","     NA","2013","346","14-Dec-13","Murramore","1000","12-Dec-13","Angle Crossing"," 239.982","21.626","7.228","  6.515"," 90.924","3","Murrumbidgee","NA","NA","Murramore","-35.43889","149.0709","S35°26’20.00”, E149°04’15.33”","-35.43880","149.0715","688030.9","6076314","570.5","227290.7","20813.6","21379","M2G Project Information Document","","Sample","0.37","41","6.5","Low gradient, confined valley with floodplain pockets","6","21","Dragonstone","Top","Essos","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","     NA","      NA"," 6.245458","      NA"
"M20131212-400","400","874","","","C:\DBImages\Larva\400.jpg","10.195","10.574254","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2013C","B","11","NA","","04-Sep-14","400","NA"," NA"," NA","C:\DBImages\O1\O1_400.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\O2_400.jpg","  NA","NA","G"," 5","C"," NA","   NA","   NA","  NA","","02-Sep-14","874","12-Dec-13","Drift net 4","00-Jan-00","709461","709827"," 366","  NA","   NA","00-Jan-00","1010813","1010930","117",""," TRUE"," TRUE","FALSE","","","12/12/2013 15:51","13/12/2013 9:40","17:49","13-Dec-13",""," NA","301469","17733.4706","241.5"," 516327"," 55","NA","NA","NA","","17.81667","     NA","2013","346","14-Dec-13","Murramore","1000","12-Dec-13","Angle Crossing"," 239.982","21.626","7.228","  6.515"," 90.924","3","Murrumbidgee","NA","NA","Murramore","-35.43889","149.0709","S35°26’20.00”, E149°04’15.33”","-35.43880","149.0715","688030.9","6076314","570.5","227290.7","20813.6","21379","M2G Project Information Document","","Sample","0.37","41","6.5","Low gradient, confined valley with floodplain pockets","6","21","Dragonstone","Top","Essos","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","     NA","      NA"," 6.245458","      NA"
"M20131212-401","401","874","","","C:\DBImages\Larva\401.jpg","10.812","11.214206","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2013C","B","12","NA","","04-Sep-14","401","NA"," NA"," NA","C:\DBImages\O1\O1_401.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\O2_401.jpg","  NA","NA","G"," 6","C"," NA","   NA","   NA","  NA","","02-Sep-14","874","12-Dec-13","Drift net 4","00-Jan-00","709461","709827"," 366","  NA","   NA","00-Jan-00","1010813","1010930","117",""," TRUE"," TRUE","FALSE","","","12/12/2013 15:51","13/12/2013 9:40","17:49","13-Dec-13",""," NA","301469","17733.4706","241.5"," 516327"," 55","NA","NA","NA","","17.81667","     NA","2013","346","14-Dec-13","Murramore","1000","12-Dec-13","Angle Crossing"," 239.982","21.626","7.228","  6.515"," 90.924","3","Murrumbidgee","NA","NA","Murramore","-35.43889","149.0709","S35°26’20.00”, E149°04’15.33”","-35.43880","149.0715","688030.9","6076314","570.5","227290.7","20813.6","21379","M2G Project Information Document","","Sample","0.37","41","6.5","Low gradient, confined valley with floodplain pockets","6","21","Dragonstone","Top","Essos","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","     NA","      NA"," 6.245458","      NA"
"M20131212-402","402","874","","","C:\DBImages\Larva\402.jpg","11.122","11.535738","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2013C","C"," 1","NA","","04-Sep-14","402","NA"," NA"," NA","C:\DBImages\O1\O1_402.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\O2_402.jpg","  NA","NA","G"," 7","C"," NA","   NA","   NA","  NA","","04-Sep-14","874","12-Dec-13","Drift net 4","00-Jan-00","709461","709827"," 366","  NA","   NA","00-Jan-00","1010813","1010930","117",""," TRUE"," TRUE","FALSE","","","12/12/2013 15:51","13/12/2013 9:40","17:49","13-Dec-13",""," NA","301469","17733.4706","241.5"," 516327"," 55","NA","NA","NA","","17.81667","     NA","2013","346","14-Dec-13","Murramore","1000","12-Dec-13","Angle Crossing"," 239.982","21.626","7.228","  6.515"," 90.924","3","Murrumbidgee","NA","NA","Murramore","-35.43889","149.0709","S35°26’20.00”, E149°04’15.33”","-35.43880","149.0715","688030.9","6076314","570.5","227290.7","20813.6","21379","M2G Project Information Document","","Sample","0.37","41","6.5","Low gradient, confined valley with floodplain pockets","6","21","Dragonstone","Top","Essos","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","     NA","      NA"," 6.245458","      NA"
"L20131218-403","403","882","","","C:\DBImages\Larva\403.jpg"," 9.861","10.227829","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2013C","C"," 2","NA","","04-Sep-14","403","NA"," NA"," NA","C:\DBImages\O1\O1_403.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\O2_403.jpg","  NA","NA","G"," 8","c"," NA","   NA","   NA","  NA","","04-Sep-14","882","18-Dec-13","Drift net 2","00-Jan-00","761339","761549"," 210","  NA","25.80","00-Jan-00","1035418","1035553","135",""," TRUE"," TRUE","FALSE","","","18/12/2013 16:06","19/12/2013 9:48","17:42","19-Dec-13",""," NA","274214","16130.2353","172.5"," 366390"," 12","NA","NA","NA","","17.70000","     NA","2013","352","20-Dec-13","Lanyon","1006","18-Dec-13","Angle Crossing"," 189.077","25.579","7.117","  5.815"," 92.317","2","Murrumbidgee","NA","NA","Lanyon","-35.47798","149.0640","S35°28’40.74”, E149°03’50.46”","-35.47801","149.0640","687251.8","6071990","580.0","231166.7","13980.3","14236","M2G Project Information Document","Jeggerline","Sample","0.08","63","3.5","Low gradient, 
open valley","7","14","The Eyrie","Top","Essos","Upper","The North","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","     NA","      NA"," 3.608807","      NA"
"L20131218-404","404","882","","","C:\DBImages\Larva\404.jpg","12.529","12.995079","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2013C","C"," 3","NA","a bit of glue on top of the otolith on the single slide","04-Sep-14","404","NA"," NA"," NA","C:\DBImages\O1\O1_404.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\O2_404.jpg","  NA","NA","G"," 9","C"," NA","   NA","   NA","  NA","","04-Sep-14","882","18-Dec-13","Drift net 2","00-Jan-00","761339","761549"," 210","  NA","25.80","00-Jan-00","1035418","1035553","135",""," TRUE"," TRUE","FALSE","","","18/12/2013 16:06","19/12/2013 9:48","17:42","19-Dec-13",""," NA","274214","16130.2353","172.5"," 366390"," 12","NA","NA","NA","","17.70000","     NA","2013","352","20-Dec-13","Lanyon","1006","18-Dec-13","Angle Crossing"," 189.077","25.579","7.117","  5.815"," 92.317","2","Murrumbidgee","NA","NA","Lanyon","-35.47798","149.0640","S35°28’40.74”, E149°03’50.46”","-35.47801","149.0640","687251.8","6071990","580.0","231166.7","13980.3","14236","M2G Project Information Document","Jeggerline","Sample","0.08","63","3.5","Low gradient, 
open valley","7","14","The Eyrie","Top","Essos","Upper","The North","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","     NA","      NA"," 3.608807","      NA"
"L20131218-405","405","882","","","C:\DBImages\Larva\405.jpg"," 9.632"," 9.990310","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2013C","C"," 4","NA","","08-Sep-14","405","NA"," NA"," NA","C:\DBImages\O1\O1_405.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\O2_405.jpg","  NA","NA","G","10","C"," NA","   NA","   NA","  NA","","04-Sep-14","882","18-Dec-13","Drift net 2","00-Jan-00","761339","761549"," 210","  NA","25.80","00-Jan-00","1035418","1035553","135",""," TRUE"," TRUE","FALSE","","","18/12/2013 16:06","19/12/2013 9:48","17:42","19-Dec-13",""," NA","274214","16130.2353","172.5"," 366390"," 12","NA","NA","NA","","17.70000","     NA","2013","352","20-Dec-13","Lanyon","1006","18-Dec-13","Angle Crossing"," 189.077","25.579","7.117","  5.815"," 92.317","2","Murrumbidgee","NA","NA","Lanyon","-35.47798","149.0640","S35°28’40.74”, E149°03’50.46”","-35.47801","149.0640","687251.8","6071990","580.0","231166.7","13980.3","14236","M2G Project Information Document","Jeggerline","Sample","0.08","63","3.5","Low gradient, 
open valley","7","14","The Eyrie","Top","Essos","Upper","The North","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","     NA","      NA"," 3.608807","      NA"
"L20131218-406","406","882","","","C:\DBImages\Larva\406.jpg"," 9.577"," 9.933264","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2013C","C"," 5","NA","","08-Sep-14","406","NA"," NA"," NA","C:\DBImages\O1\O1_406.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\O2_406.jpg","  NA","NA","H"," 1","A"," NA","   NA","   NA","  NA","","04-Sep-14","882","18-Dec-13","Drift net 2","00-Jan-00","761339","761549"," 210","  NA","25.80","00-Jan-00","1035418","1035553","135",""," TRUE"," TRUE","FALSE","","","18/12/2013 16:06","19/12/2013 9:48","17:42","19-Dec-13",""," NA","274214","16130.2353","172.5"," 366390"," 12","NA","NA","NA","","17.70000","     NA","2013","352","20-Dec-13","Lanyon","1006","18-Dec-13","Angle Crossing"," 189.077","25.579","7.117","  5.815"," 92.317","2","Murrumbidgee","NA","NA","Lanyon","-35.47798","149.0640","S35°28’40.74”, E149°03’50.46”","-35.47801","149.0640","687251.8","6071990","580.0","231166.7","13980.3","14236","M2G Project Information Document","Jeggerline","Sample","0.08","63","3.5","Low gradient, 
open valley","7","14","The Eyrie","Top","Essos","Upper","The North","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","     NA","      NA"," 3.608807","      NA"
"L20131218-407","407","882","","","C:\DBImages\Larva\407.jpg"," 9.208"," 9.550538","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2013C","C"," 6","NA","","08-Sep-14","407","NA"," NA"," NA","C:\DBImages\O1\O1_407.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\O2_407.jpg","  NA","NA","H"," 2","A"," NA","   NA","   NA","  NA","","04-Sep-14","882","18-Dec-13","Drift net 2","00-Jan-00","761339","761549"," 210","  NA","25.80","00-Jan-00","1035418","1035553","135",""," TRUE"," TRUE","FALSE","","","18/12/2013 16:06","19/12/2013 9:48","17:42","19-Dec-13",""," NA","274214","16130.2353","172.5"," 366390"," 12","NA","NA","NA","","17.70000","     NA","2013","352","20-Dec-13","Lanyon","1006","18-Dec-13","Angle Crossing"," 189.077","25.579","7.117","  5.815"," 92.317","2","Murrumbidgee","NA","NA","Lanyon","-35.47798","149.0640","S35°28’40.74”, E149°03’50.46”","-35.47801","149.0640","687251.8","6071990","580.0","231166.7","13980.3","14236","M2G Project Information Document","Jeggerline","Sample","0.08","63","3.5","Low gradient, 
open valley","7","14","The Eyrie","Top","Essos","Upper","The North","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","     NA","      NA"," 3.608807","      NA"
"M20131219-408","408","885","","","C:\DBImages\Larva\408.jpg","10.451","10.839777","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2013C","C"," 7","NA","","08-Sep-14","408","NA"," NA"," NA","C:\DBImages\O1\O1_408.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\O2_408.jpg","  NA","NA","H"," 3","A"," NA","   NA","   NA","  NA","","04-Sep-14","885","19-Dec-13","Drift net 4","00-Jan-00","620406","621217"," 811","29.0","27.70","00-Jan-00","1168452","1168620","168","added a mill"," TRUE"," TRUE","FALSE","","","19/12/2013 15:55","20/12/2013 9:30","17:35","20-Dec-13",""," NA","548214","32247.8823","489.5","1032845","  3","NA","NA","NA","","17.58333","     NA","2013","353","21-Dec-13","Murramore","1007","19-Dec-13","Angle Crossing"," 197.159","26.189","7.134","  5.612"," 92.791","3","Murrumbidgee","NA","NA","Murramore","-35.43889","149.0709","S35°26’20.00”, E149°04’15.33”","-35.43880","149.0715","688030.9","6076314","570.5","227290.7","20813.6","21379","M2G Project Information Document","","Sample","0.37","41","6.5","Low gradient, confined valley with floodplain pockets","6","21","Dragonstone","Top","Essos","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","     NA","      NA"," 3.201937","      NA"
"M20131219-409","409","885","","","C:\DBImages\Larva\409.jpg"," 9.588"," 9.944674","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2013C","C"," 8","NA","no guts, they are decomposed","08-Sep-14","409","NA"," NA"," NA","C:\DBImages\O1\O1_409.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\O2_409.jpg","  NA","NA","H"," 4","A"," NA","   NA","   NA","  NA","","04-Sep-14","885","19-Dec-13","Drift net 4","00-Jan-00","620406","621217"," 811","29.0","27.70","00-Jan-00","1168452","1168620","168","added a mill"," TRUE"," TRUE","FALSE","","","19/12/2013 15:55","20/12/2013 9:30","17:35","20-Dec-13",""," NA","548214","32247.8823","489.5","1032845","  3","NA","NA","NA","","17.58333","     NA","2013","353","21-Dec-13","Murramore","1007","19-Dec-13","Angle Crossing"," 197.159","26.189","7.134","  5.612"," 92.791","3","Murrumbidgee","NA","NA","Murramore","-35.43889","149.0709","S35°26’20.00”, E149°04’15.33”","-35.43880","149.0715","688030.9","6076314","570.5","227290.7","20813.6","21379","M2G Project Information Document","","Sample","0.37","41","6.5","Low gradient, confined valley with floodplain pockets","6","21","Dragonstone","Top","Essos","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","     NA","      NA"," 3.201937","      NA"
"M20131219-416","416","885","","","C:\DBImages\Larva\416.jpg"," 8.908"," 9.239378","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2013C","C"," 9","NA","no guts, they are decomposed","08-Sep-14","416","NA"," NA"," NA","C:\DBImages\O1\O1_416.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\O2_416.jpg","  NA","NA","H"," 5","A"," NA","   NA","   NA","  NA","","08-Sep-14","885","19-Dec-13","Drift net 4","00-Jan-00","620406","621217"," 811","29.0","27.70","00-Jan-00","1168452","1168620","168","added a mill"," TRUE"," TRUE","FALSE","","","19/12/2013 15:55","20/12/2013 9:30","17:35","20-Dec-13",""," NA","548214","32247.8823","489.5","1032845","  3","NA","NA","NA","","17.58333","     NA","2013","353","21-Dec-13","Murramore","1007","19-Dec-13","Angle Crossing"," 197.159","26.189","7.134","  5.612"," 92.791","3","Murrumbidgee","NA","NA","Murramore","-35.43889","149.0709","S35°26’20.00”, E149°04’15.33”","-35.43880","149.0715","688030.9","6076314","570.5","227290.7","20813.6","21379","M2G Project Information Document","","Sample","0.37","41","6.5","Low gradient, confined valley with floodplain pockets","6","21","Dragonstone","Top","Essos","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","     NA","      NA"," 3.201937","      NA"
"M20131219-417","417","886","","","C:\DBImages\Larva\417.jpg"," 9.762","10.125146","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2013C","C","10","NA","","08-Sep-14","417"," 2"," NA"," NA","C:\DBImages\O1\O1_417.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\O2_417.jpg","  NA","NA","H"," 6","A"," NA","   NA","   NA","  NA","","08-Sep-14","886","19-Dec-13","Drift net 3","00-Jan-00","882494","882797"," 303","29.0","27.70","00-Jan-00","1169285","1169398","113","Added a mill"," TRUE"," TRUE","FALSE","","","19/12/2013 15:57","20/12/2013 9:31","17:34","20-Dec-13",""," NA","286904","16876.7059","208.0"," 438464","  4","NA","NA","NA","","17.56667","     NA","2013","353","21-Dec-13","Murramore","1007","19-Dec-13","Angle Crossing"," 197.159","26.189","7.134","  5.612"," 92.791","3","Murrumbidgee","NA","NA","Murramore","-35.43889","149.0709","S35°26’20.00”, E149°04’15.33”","-35.43880","149.0715","688030.9","6076314","570.5","227290.7","20813.6","21379","M2G Project Information Document","","Sample","0.37","41","6.5","Low gradient, confined valley with floodplain pockets","6","21","Dragonstone","Top","Essos","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","     NA","      NA"," 3.201937","      NA"
"M20131219-418","418","886","","","C:\DBImages\Larva\418.jpg","10.884","11.288885","NA","Alan Couch","NA","    NA","   NA","  NA","  NA","Wild caught Murrumbidgee","2013C","C","11","NA","lost 1 otolith, only on multi slide","08-Sep-14","418"," 1"," NA"," NA","C:\DBImages\O1\O1_418.jpg"," NA","  NA","NA"," NA"," NA","C:\DBImages\O2\O2_418.jpg","  NA","NA","H"," 7","A"," NA","   NA","   NA","  NA","","08-Sep-14","886","19-Dec-13","Drift net 3","00-Jan-00","882494","882797"," 303","29.0","27.70","00-Jan-00","1169285","1169398","113","Added a mill"," TRUE"," TRUE","FALSE","","","19/12/2013 15:57","20/12/2013 9:31","17:34","20-Dec-13",""," NA","286904","16876.7059","208.0"," 438464","  4","NA","NA","NA","","17.56667","     NA","2013","353","21-Dec-13","Murramore","1007","19-Dec-13","Angle Crossing"," 197.159","26.189","7.134","  5.612"," 92.791","3","Murrumbidgee","NA","NA","Murramore","-35.43889","149.0709","S35°26’20.00”, E149°04’15.33”","-35.43880","149.0715","688030.9","6076314","570.5","227290.7","20813.6","21379","M2G Project Information Document","","Sample","0.37","41","6.5","Low gradient, confined valley with floodplain pockets","6","21","Dragonstone","Top","Essos","Middle","The Vale","Angle Crossing","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","","     NA","      NA"," 3.201937","      NA"
