Label,LarvalRecords.LarvaID,CollectionEvent,RackNo,Species,LarvaePhoto,LarvaEthanolLength,LarvaLength,KnownAge,CollectedBy,LarvalRecords.Comments,Calculated Age,Delta13C,Delta15N,CNRatio,BodyWeight,SourceLarvae,LarvalRecords.CreatedDate,LarvalRecords.PlateID,LarvalRecords.Row,LarvalRecords.Column,LarvalRecords.NestID,LarvalOtoliths.LarvaID,OtolithCount,Otolith1Length,Otolith1Width,Otolith1Photo,PatsLength,Ratio1,Otolith1Rings,Otolith2Length,Otolith2Width,Otolith2Photo,Ratio2,Otolith2Rings,AblationSlide,AblationSlideColumn,AblationSlideRow,AblationCentralityScore,MeanOtolithLength,LarvalOtoliths.Comments,MeanDailyIncrements,LarvalOtoliths.CreatedDate,OLEstimateAge,Larva Collection.ID,Set Date,Net,Set Time,Set Flow Rotor Count,Set 30 Seconds Count,Set Rotor Delta,Water Temperature on Set,Water Temperature on Pull,Pull Time,Pull Flow Rotor Count,Pull 30 sec Rotor Count,Pull Rotor Delta,Larva Collection.Comments,Examined,Larvae Found,Cod Confirmed,Larvae Comments,Weather,cSettime,cPulltime,Soak Time,Pull Date,Larva Collection.Source,Depth (m),Total Rotor Delta,Delta per Hour,Average set and pull 30 sec delta,Av rotor if over whole soak time,Maccullochella larvae,Perca larvae,Cyprinus larvae,Other species,Location,SoakHours,OrigTotalRotor,YearOnly,Day of Year,Larva Collection.CreatedDate,SiteName,ACFlowAndWQ.ID,Datetime,ACFlowAndWQ.Station,DischargeMean,WaterTempMean,pH Instantaneous,TurbidityMean,DOInstantaneous,Sites.ID,RiverName,RiverSystemPart,Segment,Site Name,Latitude,Longitude,GPS Coordinates,new Latitude,new Longitude,X,Y,Elevation (m) from DEM,Distance from source (m),Distance to Angle Crossing (m),Distance_old,Sites.Source,AKA,Type,Slope,Width,Depth,Description,Fishing Access,Seg,Field0,ageOL,hatchDoY,incubTime,spawnDoY,Genetics.PlateID,Genetics.Row,Genetics.Column,raceCladeName,raceCladeNumber,CladeName,cladeNumber,cladeGoTName,Genetics.NestID,NestGoTName,Sibling,SiblingIDs,Genetics.Comments,Genetics.CreatedDate,nestMother
K20131113-242,242,806,E10,M. peelii,C:\DBImages\NoImage.jpg,9.495,9.848214,,Alan Couch,,,-24.46,13.85,3.69,0.23,Wild caught Murrumbidgee,17-Jun-14,2013A,E,10.00,,242,2,300,220,C:\DBImages\O1\O1_0242_1.jpg,300,1.36,,310,220,C:\DBImages\O2\NoImage.jpg,1.41,7,D,5,D,,305,from 242-300 Pats length copied to Oto1length,,20-Jun-14,18.08,806,13-Nov-13,Drift net 5,00-Jan-00,940031,941129,1098,18.30,,00-Jan-00,,,,"Lost cod end, not pulled until 15th because of high flow",TRUE,TRUE,TRUE,Yes some found about 5 despite losing cod end (in casurina needles),,13/11/2013 17:04,14/11/2013 17:04,0:00,14-Nov-13,,,,,,,7,,,,,24,,2013,317,20-Nov-13,Kambah Pool,971,13-Nov-13,Angle Crossing,448.917,15.976,7.618,7.301,96.453,4,Murrumbidgee,,,Kambah Pool,-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890.0,28825.0,29854,M2G Project Information Document,Kambah,Sample,0.23,37,7,"Low gradient, confined valley",9,29,Angle Crossing,18.0764353,298.9235647,10.014008,288.9095567,BL3H,E,10.00,Mungee,3,hK5,11,House Arryn,-67K296,NA,TRUE,NA,NA,30-Jul-15,
K20131113-243,243,806,E11,F2 Hybrid,C:\DBImages\NoImage.jpg,11.359,11.7815548,,Alan Couch,,,-25.45,9.86,3.62,0.32,Wild caught Murrumbidgee,17-Jun-14,2013A,E,11.00,,243,0,,,C:\DBImages\O1\NoImage.jpg,,,,,,C:\DBImages\O2\NoImage.jpg,,,-,,,,,head decomposed,,20-Jun-14,,806,13-Nov-13,Drift net 5,00-Jan-00,940031,941129,1098,18.30,,00-Jan-00,,,,"Lost cod end, not pulled until 15th because of high flow",TRUE,TRUE,TRUE,Yes some found about 5 despite losing cod end (in casurina needles),,13/11/2013 17:04,14/11/2013 17:04,0:00,14-Nov-13,,,,,,,7,,,,,24,,2013,317,20-Nov-13,Kambah Pool,971,13-Nov-13,Angle Crossing,448.917,15.976,7.618,7.301,96.453,4,Murrumbidgee,,,Kambah Pool,-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890.0,28825.0,29854,M2G Project Information Document,Kambah,Sample,0.23,37,7,"Low gradient, confined valley",9,29,Angle Crossing,,,10.014008,,,,,,,,,,,,,,,,
K20131113-244,244,806,E12,M. peelii,C:\DBImages\NoImage.jpg,10.177,10.5555844,,Alan Couch,,,-24.94,13.40,3.81,0.52,Wild caught Murrumbidgee,17-Jun-14,2013A,E,12.00,,244,2,290,220,C:\DBImages\O1\O1_0244.jpg,290,1.32,,300,200,C:\DBImages\O2\NoImage.jpg,1.50,8,D,6,D,,295,,,20-Jun-14,17.48,806,13-Nov-13,Drift net 5,00-Jan-00,940031,941129,1098,18.30,,00-Jan-00,,,,"Lost cod end, not pulled until 15th because of high flow",TRUE,TRUE,TRUE,Yes some found about 5 despite losing cod end (in casurina needles),,13/11/2013 17:04,14/11/2013 17:04,0:00,14-Nov-13,,,,,,,7,,,,,24,,2013,317,20-Nov-13,Kambah Pool,971,13-Nov-13,Angle Crossing,448.917,15.976,7.618,7.301,96.453,4,Murrumbidgee,,,Kambah Pool,-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890.0,28825.0,29854,M2G Project Information Document,Kambah,Sample,0.23,37,7,"Low gradient, confined valley",9,29,Angle Crossing,17.4848513,299.5151487,10.014008,289.5011407,BL3H,E,12.00,Pondi,1,hM1, 4,House Tyrell,-42K300,NA,FALSE,NA,NA,30-Jul-15,
K20131113-245,245,806,F12,M. peelii,C:\DBImages\NoImage.jpg,10.314,10.6976808,19,Alan Couch,,,-24.04,13.61,3.64,0.34,Wild caught Murrumbidgee,17-Jun-14,2013A,F,12.00,,245,2,350,240,C:\DBImages\O1\O1_0245.jpg,350,1.46,5,340,250,C:\DBImages\O2\NoImage.jpg,1.36,,D,7,D,,345, (remeasured 6/8/14) Kyne 323um,5,20-Jun-14,20.44,806,13-Nov-13,Drift net 5,00-Jan-00,940031,941129,1098,18.30,,00-Jan-00,,,,"Lost cod end, not pulled until 15th because of high flow",TRUE,TRUE,TRUE,Yes some found about 5 despite losing cod end (in casurina needles),,13/11/2013 17:04,14/11/2013 17:04,0:00,14-Nov-13,,,,,,,7,,,,,24,,2013,317,20-Nov-13,Kambah Pool,971,13-Nov-13,Angle Crossing,448.917,15.976,7.618,7.301,96.453,4,Murrumbidgee,,,Kambah Pool,-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890.0,28825.0,29854,M2G Project Information Document,Kambah,Sample,0.23,37,7,"Low gradient, confined valley",9,29,Angle Crossing,20.4427713,296.5572287,10.014008,286.5432207,BL3H,F,12.00,Mungee,3,hK6,12,House Bolton,-74K297,NA,TRUE,NA,NA,30-Jul-15,
K20131113-246,246,806,F11,M. peelii,C:\DBImages\NoImage.jpg,10.099,10.4746828,,Alan Couch,,,-24.80,14.12,3.43,0.40,Wild caught Murrumbidgee,17-Jun-14,2013A,F,11.00,,246,2,320,220,C:\DBImages\O1\O1_0246.jpg,320,1.45,,290,230,C:\DBImages\O2\NoImage.jpg,1.26,6,D,8,D,,305,,,20-Jun-14,18.08,806,13-Nov-13,Drift net 5,00-Jan-00,940031,941129,1098,18.30,,00-Jan-00,,,,"Lost cod end, not pulled until 15th because of high flow",TRUE,TRUE,TRUE,Yes some found about 5 despite losing cod end (in casurina needles),,13/11/2013 17:04,14/11/2013 17:04,0:00,14-Nov-13,,,,,,,7,,,,,24,,2013,317,20-Nov-13,Kambah Pool,971,13-Nov-13,Angle Crossing,448.917,15.976,7.618,7.301,96.453,4,Murrumbidgee,,,Kambah Pool,-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890.0,28825.0,29854,M2G Project Information Document,Kambah,Sample,0.23,37,7,"Low gradient, confined valley",9,29,Angle Crossing,18.0764353,298.9235647,10.014008,288.9095567,BL3H,F,11.00,Pondi,1,hL1, 2,Wildlings,-49K299,NA,FALSE,NA,NA,30-Jul-15,
K20131113-247,247,806,F10,M. peelii,C:\DBImages\NoImage.jpg,10.768,11.1685696,,Alan Couch,,,-25.03,13.55,3.67,0.27,Wild caught Murrumbidgee,17-Jun-14,2013A,F,10.00,,247,2,320,210,C:\DBImages\O1\O1_0247.jpg,320,1.52,,310,240,C:\DBImages\O2\NoImage.jpg,1.29,9,D,9,D,,315,,,20-Jun-14,18.67,806,13-Nov-13,Drift net 5,00-Jan-00,940031,941129,1098,18.30,,00-Jan-00,,,,"Lost cod end, not pulled until 15th because of high flow",TRUE,TRUE,TRUE,Yes some found about 5 despite losing cod end (in casurina needles),,13/11/2013 17:04,14/11/2013 17:04,0:00,14-Nov-13,,,,,,,7,,,,,24,,2013,317,20-Nov-13,Kambah Pool,971,13-Nov-13,Angle Crossing,448.917,15.976,7.618,7.301,96.453,4,Murrumbidgee,,,Kambah Pool,-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890.0,28825.0,29854,M2G Project Information Document,Kambah,Sample,0.23,37,7,"Low gradient, confined valley",9,29,Angle Crossing,18.6680193,298.3319807,10.014008,288.3179727,BL3H,F,10.00,Pondi,1,hN1, 1,House Baratheon,-56K298,NA,FALSE,NA,NA,30-Jul-15,
K20131113-248,248,806,F9,undetermined,C:\DBImages\NoImage.jpg,9.809,10.1738948,,Alan Couch,,,-27.12,9.07,3.62,0.34,Wild caught Murrumbidgee,17-Jun-14,2013A,F,9.00,,248,2,220,200,C:\DBImages\O1\O1_0248.jpg,220,1.10,,220,180,C:\DBImages\O2\NoImage.jpg,1.22,,D,10,D,,220,,,20-Jun-14,13.05,806,13-Nov-13,Drift net 5,00-Jan-00,940031,941129,1098,18.30,,00-Jan-00,,,,"Lost cod end, not pulled until 15th because of high flow",TRUE,TRUE,TRUE,Yes some found about 5 despite losing cod end (in casurina needles),,13/11/2013 17:04,14/11/2013 17:04,0:00,14-Nov-13,,,,,,,7,,,,,24,,2013,317,20-Nov-13,Kambah Pool,971,13-Nov-13,Angle Crossing,448.917,15.976,7.618,7.301,96.453,4,Murrumbidgee,,,Kambah Pool,-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890.0,28825.0,29854,M2G Project Information Document,Kambah,Sample,0.23,37,7,"Low gradient, confined valley",9,29,Angle Crossing,13.0479713,303.9520287,10.014008,293.9380207,,,,,,,,,,,,,,,
L20131113-249,249,809,F8,undetermined,C:\DBImages\NoImage.jpg,8.796,9.1232112,,Alan Couch,,,-25.38,10.43,3.70,0.14,Wild caught Murrumbidgee,17-Jun-14,2013A,F,8.00,,249,0,,,C:\DBImages\O1\NoImage.jpg,,,,,,C:\DBImages\O2\NoImage.jpg,,,-,,,,,head decomposed,,20-Jun-14,,809,13-Nov-13,Drift net 3,00-Jan-00,590387,590612,225,17.50,16.20,00-Jan-00,668956,668961,5,,TRUE,TRUE,TRUE,other species (3)? In same bottle,,13/11/2013 15:22,14/11/2013 9:50,18:28,14-Nov-13,,,78574,4365.222222,115,254840,3,,,4,,18.46666667,,2013,317,20-Nov-13,Lanyon,971,13-Nov-13,Angle Crossing,448.917,15.976,7.618,7.301,96.453,2,Murrumbidgee,,,Lanyon,-35.477983,149.064017,"S35°28’40.74”, E149°03’50.46”",-35.47801163,149.0639663,687251.8273,6071990.275,580,231166.7,13980.3,14236,M2G Project Information Document,Jeggerline,Sample,0.08,63,3.5,"Low gradient, 
open valley",7,14,Angle Crossing,,,10.014008,,,,,,,,,,,,,,,,
L20131113-250,250,809,F7,M. peelii,C:\DBImages\NoImage.jpg,10.65,11.04618,,Alan Couch,,,-23.17,13.89,3.26,0.66,Wild caught Murrumbidgee,17-Jun-14,2013A,F,7.00,,250,2,300,220,C:\DBImages\O1\O1_0250.jpg,300,1.36,,300,220,C:\DBImages\O2\NoImage.jpg,1.36,9,D,11,D,,300,,,20-Jun-14,17.78,809,13-Nov-13,Drift net 3,00-Jan-00,590387,590612,225,17.50,16.20,00-Jan-00,668956,668961,5,,TRUE,TRUE,TRUE,other species (3)? In same bottle,,13/11/2013 15:22,14/11/2013 9:50,18:28,14-Nov-13,,,78574,4365.222222,115,254840,3,,,4,,18.46666667,,2013,317,20-Nov-13,Lanyon,971,13-Nov-13,Angle Crossing,448.917,15.976,7.618,7.301,96.453,2,Murrumbidgee,,,Lanyon,-35.477983,149.064017,"S35°28’40.74”, E149°03’50.46”",-35.47801163,149.0639663,687251.8273,6071990.275,580,231166.7,13980.3,14236,M2G Project Information Document,Jeggerline,Sample,0.08,63,3.5,"Low gradient, 
open valley",7,14,Angle Crossing,17.7806433,299.2193567,10.014008,289.2053487,BL3H,F,7.00,Pondi,1,hL1, 2,Wildlings,-194L299,NA,FALSE,NA,NA,30-Jul-15,
L20131113-251,251,809,F6,undetermined,C:\DBImages\NoImage.jpg,8.822,9.1501784,,Alan Couch,,,-26.43,9.14,3.65,0.23,Wild caught Murrumbidgee,17-Jun-14,2013A,F,6.00,,251,2,150,120,C:\DBImages\O1\O1_0251.jpg,150,1.25,,150,140,C:\DBImages\O2\NoImage.jpg,1.07,2,D,12,D,,150,,,20-Jun-14,8.91,809,13-Nov-13,Drift net 3,00-Jan-00,590387,590612,225,17.50,16.20,00-Jan-00,668956,668961,5,,TRUE,TRUE,TRUE,other species (3)? In same bottle,,13/11/2013 15:22,14/11/2013 9:50,18:28,14-Nov-13,,,78574,4365.222222,115,254840,3,,,4,,18.46666667,,2013,317,20-Nov-13,Lanyon,971,13-Nov-13,Angle Crossing,448.917,15.976,7.618,7.301,96.453,2,Murrumbidgee,,,Lanyon,-35.477983,149.064017,"S35°28’40.74”, E149°03’50.46”",-35.47801163,149.0639663,687251.8273,6071990.275,580,231166.7,13980.3,14236,M2G Project Information Document,Jeggerline,Sample,0.08,63,3.5,"Low gradient, 
open valley",7,14,Angle Crossing,8.9068833,308.0931167,10.014008,298.0791087,,,,,,,,,,,,,,,
L20131113-252,252,809,F5,undetermined,C:\DBImages\NoImage.jpg,9.529,9.8834788,,Alan Couch,,,-23.93,9.07,3.67,0.21,Wild caught Murrumbidgee,17-Jun-14,2013A,F,5.00,,252,2,160,150,C:\DBImages\O1\O1_0252.jpg,160,1.07,,160,150,C:\DBImages\O2\NoImage.jpg,1.07,2,D,13,D,,160,,,20-Jun-14,9.50,809,13-Nov-13,Drift net 3,00-Jan-00,590387,590612,225,17.50,16.20,00-Jan-00,668956,668961,5,,TRUE,TRUE,TRUE,other species (3)? In same bottle,,13/11/2013 15:22,14/11/2013 9:50,18:28,14-Nov-13,,,78574,4365.222222,115,254840,3,,,4,,18.46666667,,2013,317,20-Nov-13,Lanyon,971,13-Nov-13,Angle Crossing,448.917,15.976,7.618,7.301,96.453,2,Murrumbidgee,,,Lanyon,-35.477983,149.064017,"S35°28’40.74”, E149°03’50.46”",-35.47801163,149.0639663,687251.8273,6071990.275,580,231166.7,13980.3,14236,M2G Project Information Document,Jeggerline,Sample,0.08,63,3.5,"Low gradient, 
open valley",7,14,Angle Crossing,9.4984673,307.5015327,10.014008,297.4875247,,,,,,,,,,,,,,,
L20131113-253,253,809,F4,undetermined,C:\DBImages\NoImage.jpg,10.353,10.7381316,,Alan Couch,,,-26.32,9.98,3.62,0.23,Wild caught Murrumbidgee,17-Jun-14,2013A,F,4.00,,253,2,150,120,C:\DBImages\O1\O1_0253.jpg,150,1.25,,160,140,C:\DBImages\O2\NoImage.jpg,1.14,1,D,14,D,,155,,,20-Jun-14,9.20,809,13-Nov-13,Drift net 3,00-Jan-00,590387,590612,225,17.50,16.20,00-Jan-00,668956,668961,5,,TRUE,TRUE,TRUE,other species (3)? In same bottle,,13/11/2013 15:22,14/11/2013 9:50,18:28,14-Nov-13,,,78574,4365.222222,115,254840,3,,,4,,18.46666667,,2013,317,20-Nov-13,Lanyon,971,13-Nov-13,Angle Crossing,448.917,15.976,7.618,7.301,96.453,2,Murrumbidgee,,,Lanyon,-35.477983,149.064017,"S35°28’40.74”, E149°03’50.46”",-35.47801163,149.0639663,687251.8273,6071990.275,580,231166.7,13980.3,14236,M2G Project Information Document,Jeggerline,Sample,0.08,63,3.5,"Low gradient, 
open valley",7,14,Angle Crossing,9.2026753,307.7973247,10.014008,297.7833167,,,,,,,,,,,,,,,
L20131113-254,254,810,F3,M. peelii,C:\DBImages\NoImage.jpg,9.199,9.5412028,,Alan Couch,,,-24.47,13.33,3.38,0.49,Wild caught Murrumbidgee,17-Jun-14,2013A,F,3.00,,254,2,280,200,C:\DBImages\O1\O1_0254.jpg,280,1.40,,300,210,C:\DBImages\O2\NoImage.jpg,1.43,7,D,15,D,,290,,,20-Jun-14,17.19,810,13-Nov-13,Drift net 4,00-Jan-00,243663,244140,477,17.50,16.20,00-Jan-00,373656,373895,239,Might need a mill added?,TRUE,TRUE,TRUE,or therabouts - all 2013 need checking and id and count under binoc. 13 other species. Separate bottle,,13/11/2013 15:20,14/11/2013 9:55,18:35,14-Nov-13,,,130232,7235.111111,358,798340,3,,,,,18.58333333,,2013,317,20-Nov-13,Lanyon,971,13-Nov-13,Angle Crossing,448.917,15.976,7.618,7.301,96.453,2,Murrumbidgee,,,Lanyon,-35.477983,149.064017,"S35°28’40.74”, E149°03’50.46”",-35.47801163,149.0639663,687251.8273,6071990.275,580,231166.7,13980.3,14236,M2G Project Information Document,Jeggerline,Sample,0.08,63,3.5,"Low gradient, 
open valley",7,14,Angle Crossing,17.1890593,299.8109407,10.014008,289.7969327,BL3H,F,3.00,Pondi,1,hL1, 2,Wildlings,-185L300,NA,TRUE,NA,NA,30-Jul-15,
L20131113-255,255,810,F2,M. peelii,C:\DBImages\NoImage.jpg,9.047,9.3835484,,Alan Couch,,,-24.43,13.41,3.40,0.47,Wild caught Murrumbidgee,17-Jun-14,2013A,F,2.00,,255,2,290,220,C:\DBImages\O1\O1_0255.jpg,290,1.32,,280,210,C:\DBImages\O2\NoImage.jpg,1.33,10,D,1,E,,285,,,20-Jun-14,16.89,810,13-Nov-13,Drift net 4,00-Jan-00,243663,244140,477,17.50,16.20,00-Jan-00,373656,373895,239,Might need a mill added?,TRUE,TRUE,TRUE,or therabouts - all 2013 need checking and id and count under binoc. 13 other species. Separate bottle,,13/11/2013 15:20,14/11/2013 9:55,18:35,14-Nov-13,,,130232,7235.111111,358,798340,3,,,,,18.58333333,,2013,317,20-Nov-13,Lanyon,971,13-Nov-13,Angle Crossing,448.917,15.976,7.618,7.301,96.453,2,Murrumbidgee,,,Lanyon,-35.477983,149.064017,"S35°28’40.74”, E149°03’50.46”",-35.47801163,149.0639663,687251.8273,6071990.275,580,231166.7,13980.3,14236,M2G Project Information Document,Jeggerline,Sample,0.08,63,3.5,"Low gradient, 
open valley",7,14,Angle Crossing,16.8932673,300.1067327,10.014008,290.0927247,BL3H,F,2.00,Pondi,1,hL1, 2,Wildlings,-185L300,NA,TRUE,NA,NA,30-Jul-15,
L20131113-256,256,810,F1,M. peelii,C:\DBImages\NoImage.jpg,9.777,10.1407044,,Alan Couch,,,-23.94,13.77,3.33,0.59,Wild caught Murrumbidgee,17-Jun-14,2013A,F,1.00,,256,2,270,220,C:\DBImages\O1\O1_0256.jpg,270,1.23,11,300,210,C:\DBImages\O2\NoImage.jpg,1.43,11,D,2,E,,285,,11,20-Jun-14,16.89,810,13-Nov-13,Drift net 4,00-Jan-00,243663,244140,477,17.50,16.20,00-Jan-00,373656,373895,239,Might need a mill added?,TRUE,TRUE,TRUE,or therabouts - all 2013 need checking and id and count under binoc. 13 other species. Separate bottle,,13/11/2013 15:20,14/11/2013 9:55,18:35,14-Nov-13,,,130232,7235.111111,358,798340,3,,,,,18.58333333,,2013,317,20-Nov-13,Lanyon,971,13-Nov-13,Angle Crossing,448.917,15.976,7.618,7.301,96.453,2,Murrumbidgee,,,Lanyon,-35.477983,149.064017,"S35°28’40.74”, E149°03’50.46”",-35.47801163,149.0639663,687251.8273,6071990.275,580,231166.7,13980.3,14236,M2G Project Information Document,Jeggerline,Sample,0.08,63,3.5,"Low gradient, 
open valley",7,14,Angle Crossing,16.8932673,300.1067327,10.014008,290.0927247,BL3H,F,1.00,Pondi,1,hL1, 2,Wildlings,-183L300,NA,FALSE,NA,NA,30-Jul-15,
K20131115-257,257,813,G1,M. peelii,C:\DBImages\NoImage.jpg,10.441,10.8294052,19,Alan Couch,,,-23.94,12.92,3.42,0.47,Wild caught Murrumbidgee,17-Jun-14,2013A,G,1.00,,257,1,310,220,C:\DBImages\O1\O1_0257.jpg,310,1.41,,,,C:\DBImages\O2\NoImage.jpg,,,D,3,E,,310,Kyne 303um.  #2 missing from slide?,,20-Jun-14,18.37,813,15-Nov-13,Drift net 6,00-Jan-00,487068,,,,18.40,00-Jan-00,662354,662361,7,Will need to estimate initial flow rate as no set 30sec taken. High flow.,TRUE,TRUE,TRUE,,,15/11/2013 13:10,16/11/2013 8:44,19:34,16-Nov-13,,,175293,9225.947368,,,5,,,2,,19.56666667,,2013,319,20-Nov-13,Kambah Pool,973,15-Nov-13,Angle Crossing,1988.989,16.404,7.348,20.873,97.853,4,Murrumbidgee,,,Kambah Pool,-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890.0,28825.0,29854,M2G Project Information Document,Kambah,Sample,0.23,37,7,"Low gradient, confined valley",9,29,Angle Crossing,18.3722273,300.6277727,9.728532,290.8992407,BL3H,G,1.00,Pondi,1,hL1, 2,Wildlings,-49K301,NA,FALSE,NA,NA,30-Jul-15,
K20131115-258,258,813,G2,M. peelii,C:\DBImages\NoImage.jpg,11.946,12.3903912,,Alan Couch,,,-25.23,13.83,3.11,1.12,Wild caught Murrumbidgee,17-Jun-14,2013A,G,2.00,,258,1,340,250,C:\DBImages\O1\O1_0258.jpg,340,1.36,,,,C:\DBImages\O2\NoImage.jpg,,,,,,,340,#2 missing from slide,,20-Jun-14,20.15,813,15-Nov-13,Drift net 6,00-Jan-00,487068,,,,18.40,00-Jan-00,662354,662361,7,Will need to estimate initial flow rate as no set 30sec taken. High flow.,TRUE,TRUE,TRUE,,,15/11/2013 13:10,16/11/2013 8:44,19:34,16-Nov-13,,,175293,9225.947368,,,5,,,2,,19.56666667,,2013,319,20-Nov-13,Kambah Pool,973,15-Nov-13,Angle Crossing,1988.989,16.404,7.348,20.873,97.853,4,Murrumbidgee,,,Kambah Pool,-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890.0,28825.0,29854,M2G Project Information Document,Kambah,Sample,0.23,37,7,"Low gradient, confined valley",9,29,Angle Crossing,20.1469793,298.8530207,9.728532,289.1244887,BL3H,G,2.00,Pondi,1,hK2, 7,House Lannister,-55K300,NA,TRUE,NA,NA,30-Jul-15,
K20131115-259,259,813,G3,M. peelii,C:\DBImages\Larva\259.tif,11.548,11.9775856,19,Alan Couch,,,-24.15,13.05,3.16,0.90,Wild caught Murrumbidgee,17-Jun-14,2013A,G,3.00,,259,2,320,230,C:\DBImages\O1\O1_0259.jpg,320,1.39,,300,240,C:\DBImages\O2\NoImage.jpg,1.25,6,D,5,E,,310,Kyne 315um - maybe 20. Number 2 count suspect,,20-Jun-14,18.37,813,15-Nov-13,Drift net 6,00-Jan-00,487068,,,,18.40,00-Jan-00,662354,662361,7,Will need to estimate initial flow rate as no set 30sec taken. High flow.,TRUE,TRUE,TRUE,,,15/11/2013 13:10,16/11/2013 8:44,19:34,16-Nov-13,,,175293,9225.947368,,,5,,,2,,19.56666667,,2013,319,20-Nov-13,Kambah Pool,973,15-Nov-13,Angle Crossing,1988.989,16.404,7.348,20.873,97.853,4,Murrumbidgee,,,Kambah Pool,-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890.0,28825.0,29854,M2G Project Information Document,Kambah,Sample,0.23,37,7,"Low gradient, confined valley",9,29,Angle Crossing,18.3722273,300.6277727,9.728532,290.8992407,BL3H,G,3.00,Pondi,1,hK1, 3,Unsullied,-49K301,NA,FALSE,NA,NA,30-Jul-15,
K20131115-260,260,813,G4,M. peelii,C:\DBImages\Larva\260_A.tif,10.869,11.2733268,19,Alan Couch,,,-24.78,14.10,3.22,0.79,Wild caught Murrumbidgee,17-Jun-14,2013A,G,4.00,,260,2,330,220,C:\DBImages\O1\O1_0260.jpg,330,1.50,,330,220,C:\DBImages\O2\NoImage.jpg,1.50,8,D,6,E,,330,Kyne 326um maybe 19 (did ne mean 20?),,20-Jun-14,19.56,813,15-Nov-13,Drift net 6,00-Jan-00,487068,,,,18.40,00-Jan-00,662354,662361,7,Will need to estimate initial flow rate as no set 30sec taken. High flow.,TRUE,TRUE,TRUE,,,15/11/2013 13:10,16/11/2013 8:44,19:34,16-Nov-13,,,175293,9225.947368,,,5,,,2,,19.56666667,,2013,319,20-Nov-13,Kambah Pool,973,15-Nov-13,Angle Crossing,1988.989,16.404,7.348,20.873,97.853,4,Murrumbidgee,,,Kambah Pool,-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890.0,28825.0,29854,M2G Project Information Document,Kambah,Sample,0.23,37,7,"Low gradient, confined valley",9,29,Angle Crossing,19.5553953,299.4446047,9.728532,289.7160727,BL3H,G,4.00,Pondi,1,hN2, 9,House Targaryen,-63K299,NA,FALSE,NA,NA,30-Jul-15,
K20131115-261,261,813,G5,M. peelii,C:\DBImages\Larva\261.tif,10.164,10.5421008,,Alan Couch,,,-24.11,13.61,3.35,0.41,Wild caught Murrumbidgee,17-Jun-14,2013A,G,5.00,,261,2,330,230,C:\DBImages\O1\O1_0261.jpg,330,1.43,,300,220,C:\DBImages\O2\NoImage.jpg,1.36,8,D,7,E,,315,,,20-Jun-14,18.67,813,15-Nov-13,Drift net 6,00-Jan-00,487068,,,,18.40,00-Jan-00,662354,662361,7,Will need to estimate initial flow rate as no set 30sec taken. High flow.,TRUE,TRUE,TRUE,,,15/11/2013 13:10,16/11/2013 8:44,19:34,16-Nov-13,,,175293,9225.947368,,,5,,,2,,19.56666667,,2013,319,20-Nov-13,Kambah Pool,973,15-Nov-13,Angle Crossing,1988.989,16.404,7.348,20.873,97.853,4,Murrumbidgee,,,Kambah Pool,-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890.0,28825.0,29854,M2G Project Information Document,Kambah,Sample,0.23,37,7,"Low gradient, confined valley",9,29,Angle Crossing,18.6680193,300.3319807,9.728532,290.6034487,BL3H,G,5.00,Pondi,1,hL1, 2,Wildlings,-53K300,NA,FALSE,NA,NA,30-Jul-15,
